po_number,po_date,supplier_id,ordered_by,quantity_liters,market_price_per_liter,actual_price_per_liter,total_cost_mmk,price_vs_market_pct,delivery_location,promised_delivery_date,actual_delivery_date,delivery_delay_days,status,order_type,ai_recommended,notes
PO-2026-0712,2026-02-12,SUP-004,Daw Su Su,100.0,3028,3028,302800,0.0,RC-006,2026-02-13,2026-02-13 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0713,2026-02-12,SUP-002,Ko Zaw Lin,100.0,3028,2998,299800,-1.0,RC-005,2026-02-14,2026-02-14 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0714,2026-02-12,SUP-002,Ma Yin Mar,100.0,3028,2998,299800,-1.0,RC-004,2026-02-14,2026-02-14 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0715,2026-02-12,SUP-002,Ma Yin Mar,100.0,3028,2998,299800,-1.0,FB-005,2026-02-15,2026-02-15 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0716,2026-02-12,SUP-002,Ko Zaw Lin,100.0,3028,2998,299800,-1.0,CENTRAL-DEPOT,2026-02-13,2026-02-13 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0717,2026-02-12,SUP-001,Ma Yin Mar,100.0,3028,3194,319400,5.5,FV-004,2026-02-13,2026-02-14 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0718,2026-02-12,SUP-003,Ma Yin Mar,100.0,3028,3179,317900,5.0,CENTRAL-DEPOT,2026-02-15,2026-02-15 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0719,2026-02-13,SUP-003,Daw Su Su,100.0,3220,3482,348200,8.1,RC-007,2026-02-16,2026-02-19 00:00:00,3,DELIVERED,EMERGENCY,False,
PO-2026-0720,2026-02-13,SUP-002,Ma Yin Mar,100.0,3220,3188,318800,-1.0,FB-005,2026-02-16,2026-02-16 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0721,2026-02-13,SUP-003,Ma Yin Mar,147.0,3220,3381,497007,5.0,CENTRAL-DEPOT,2026-02-17,2026-02-17 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0722,2026-02-13,SUP-003,U Min Htet,112.0,3220,3381,378672,5.0,RS-008,2026-02-17,2026-02-17 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0723,2026-02-13,SUP-002,U Min Htet,100.0,3220,3188,318800,-1.0,RC-001,2026-02-16,2026-02-16 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0724,2026-02-13,SUP-001,Ko Zaw Lin,124.0,3220,3284,407216,2.0,CENTRAL-DEPOT,2026-02-14,2026-02-15 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0725,2026-02-14,SUP-002,U Min Htet,100.0,3029,2999,299900,-1.0,FB-005,2026-02-16,2026-02-16 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0726,2026-02-14,SUP-002,Ma Yin Mar,521.0,3029,2999,1562479,-1.0,CENTRAL-DEPOT,2026-02-16,2026-02-16 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0727,2026-02-14,SUP-002,Ma Yin Mar,100.0,3029,2999,299900,-1.0,CENTRAL-DEPOT,2026-02-16,2026-02-16 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0728,2026-02-14,SUP-003,Daw Su Su,100.0,3029,3180,318000,5.0,CENTRAL-DEPOT,2026-02-18,2026-02-18 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0729,2026-02-14,SUP-002,Ma Yin Mar,335.0,3029,2999,1004665,-1.0,PM-002,2026-02-17,2026-02-17 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0730,2026-02-15,SUP-004,Daw Su Su,100.0,3061,3061,306100,0.0,RC-006,2026-02-16,2026-02-17 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0731,2026-02-15,SUP-002,Daw Su Su,100.0,3061,3030,303000,-1.0,FR-001,2026-02-18,2026-02-19 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0732,2026-02-15,SUP-004,Ma Yin Mar,100.0,3061,3159,315900,3.2,FR-004,2026-02-17,2026-02-18 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0733,2026-02-15,SUP-003,Daw Su Su,100.0,3061,3214,321400,5.0,RS-005,2026-02-19,2026-02-19 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0734,2026-02-15,SUP-003,Ko Zaw Lin,100.0,3061,3303,330300,7.9,CENTRAL-DEPOT,2026-02-19,2026-02-19 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0735,2026-02-15,SUP-003,Ma Yin Mar,100.0,3061,3214,321400,5.0,DL-002,2026-02-18,2026-02-19 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0736,2026-02-16,SUP-001,Ma Yin Mar,100.0,3147,3210,321000,2.0,FV-001,2026-02-18,2026-02-18 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0737,2026-02-16,SUP-001,Daw Su Su,100.0,3147,3210,321000,2.0,RS-002,2026-02-17,2026-02-17 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0738,2026-02-16,SUP-003,Ko Zaw Lin,113.0,3147,3304,373352,5.0,CENTRAL-DEPOT,2026-02-20,2026-02-21 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0739,2026-02-16,SUP-003,U Min Htet,261.0,3147,3410,890010,8.4,DC-001,2026-02-19,2026-02-19 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0740,2026-02-16,SUP-004,Ko Zaw Lin,118.0,3147,3275,386450,4.1,FR-001,2026-02-17,2026-02-17 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0741,2026-02-16,SUP-002,Ma Yin Mar,396.0,3147,3191,1263636,1.4,PM-002,2026-02-17,2026-02-17 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0742,2026-02-17,SUP-001,U Min Htet,100.0,3208,3393,339300,5.8,FR-004,2026-02-19,2026-02-19 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0743,2026-02-17,SUP-001,Ko Zaw Lin,100.0,3208,3374,337400,5.2,CENTRAL-DEPOT,2026-02-19,2026-02-19 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0744,2026-02-17,SUP-003,Ma Yin Mar,100.0,3208,3368,336800,5.0,CENTRAL-DEPOT,2026-02-20,2026-02-20 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0745,2026-02-17,SUP-003,Daw Su Su,100.0,3208,3368,336800,5.0,CENTRAL-DEPOT,2026-02-21,2026-02-22 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0746,2026-02-17,SUP-003,Daw Su Su,100.0,3208,3368,336800,5.0,FB-004,2026-02-21,2026-02-23 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0747,2026-02-17,SUP-001,Ma Yin Mar,100.0,3208,3272,327200,2.0,RC-008,2026-02-19,2026-02-20 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0748,2026-02-18,SUP-003,Ko Zaw Lin,100.0,3320,3486,348600,5.0,RC-001,2026-02-21,2026-02-22 00:00:00,1,DELIVERED,BULK_BUY,False,
PO-2026-0749,2026-02-18,SUP-004,Ko Zaw Lin,100.0,3320,3320,332000,0.0,FB-002,2026-02-18,2026-02-18 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0750,2026-02-18,SUP-003,Ma Yin Mar,100.0,3320,3486,348600,5.0,CENTRAL-DEPOT,2026-02-21,2026-02-21 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0751,2026-02-18,SUP-004,U Min Htet,162.0,3320,3444,557928,3.7,PO-001,2026-02-18,2026-02-19 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0752,2026-02-18,SUP-003,U Min Htet,100.0,3320,3486,348600,5.0,CENTRAL-DEPOT,2026-02-22,2026-02-22 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0753,2026-02-18,SUP-001,Ko Zaw Lin,100.0,3320,3386,338600,2.0,CENTRAL-DEPOT,2026-02-20,2026-02-20 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0754,2026-02-18,SUP-003,Daw Su Su,100.0,3320,3486,348600,5.0,CENTRAL-DEPOT,2026-02-22,2026-02-22 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0755,2026-02-18,SUP-001,Ma Yin Mar,188.0,3320,3386,636568,2.0,CENTRAL-DEPOT,2026-02-20,2026-02-20 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0756,2026-02-19,SUP-003,U Min Htet,100.0,3402,3572,357200,5.0,DL-002,2026-02-22,2026-02-23 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0757,2026-02-19,SUP-002,Ko Zaw Lin,100.0,3402,3368,336800,-1.0,FB-002,2026-02-20,2026-02-20 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0758,2026-02-19,SUP-001,Ma Yin Mar,100.0,3402,3470,347000,2.0,CENTRAL-DEPOT,2026-02-21,2026-02-21 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0759,2026-02-19,SUP-003,Ma Yin Mar,100.0,3402,3572,357200,5.0,CENTRAL-DEPOT,2026-02-23,2026-02-25 00:00:00,2,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0760,2026-02-19,SUP-001,Daw Su Su,100.0,3402,3470,347000,2.0,RC-007,2026-02-21,2026-02-22 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0761,2026-02-19,SUP-001,Ma Yin Mar,100.0,3402,3470,347000,2.0,RC-001,2026-02-21,2026-02-21 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0762,2026-02-20,SUP-002,U Min Htet,100.0,3165,3133,313300,-1.0,RS-007,2026-02-22,2026-02-22 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0763,2026-02-20,SUP-004,U Min Htet,100.0,3165,3165,316500,0.0,FR-005,2026-02-21,2026-02-21 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0764,2026-02-20,SUP-002,Ma Yin Mar,100.0,3165,3133,313300,-1.0,RC-003,2026-02-22,2026-02-25 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0765,2026-02-20,SUP-002,Ko Zaw Lin,100.0,3165,3133,313300,-1.0,FR-004,2026-02-23,2026-02-23 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0766,2026-02-21,SUP-003,Daw Su Su,100.0,3305,3470,347000,5.0,FR-001,2026-02-25,2026-02-25 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0767,2026-02-21,SUP-001,Ma Yin Mar,100.0,3305,3371,337100,2.0,RC-006,2026-02-22,2026-02-23 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0768,2026-02-21,SUP-001,Ma Yin Mar,148.0,3305,3371,498908,2.0,CENTRAL-DEPOT,2026-02-23,2026-02-24 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0769,2026-02-22,SUP-003,Daw Su Su,199.0,3308,3473,691127,5.0,PM-002,2026-02-26,2026-02-26 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0770,2026-02-22,SUP-002,Ko Zaw Lin,100.0,3308,3275,327500,-1.0,RC-006,2026-02-24,2026-02-24 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0771,2026-02-22,SUP-001,Daw Su Su,100.0,3308,3374,337400,2.0,RC-009,2026-02-24,2026-02-24 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0772,2026-02-22,SUP-003,Ko Zaw Lin,100.0,3308,3473,347300,5.0,CENTRAL-DEPOT,2026-02-26,2026-02-26 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0773,2026-02-22,SUP-002,Daw Su Su,100.0,3308,3275,327500,-1.0,CENTRAL-DEPOT,2026-02-24,2026-02-24 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0774,2026-02-23,SUP-001,Daw Su Su,100.0,3346,3413,341300,2.0,CENTRAL-DEPOT,2026-02-24,2026-02-24 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0775,2026-02-23,SUP-001,Ma Yin Mar,175.0,3346,3413,597275,2.0,PO-002,2026-02-25,2026-02-25 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0776,2026-02-23,SUP-003,U Min Htet,245.0,3346,3513,860685,5.0,PM-003,2026-02-27,2026-02-27 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0777,2026-02-23,SUP-001,Ma Yin Mar,132.0,3346,3413,450516,2.0,FR-003,2026-02-24,2026-02-24 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0778,2026-02-23,SUP-001,Ma Yin Mar,100.0,3346,3413,341300,2.0,RC-006,2026-02-25,2026-02-25 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0779,2026-02-23,SUP-003,Daw Su Su,100.0,3346,3513,351300,5.0,CENTRAL-DEPOT,2026-02-26,2026-02-26 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0780,2026-02-23,SUP-004,Ko Zaw Lin,110.0,3346,3346,368060,0.0,RS-004,2026-02-24,2026-02-25 00:00:00,1,DELIVERED,BULK_BUY,False,
PO-2026-0781,2026-02-24,SUP-002,Ma Yin Mar,100.0,3182,3150,315000,-1.0,RC-003,2026-02-26,2026-02-26 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0782,2026-02-24,SUP-002,Ko Zaw Lin,248.0,3182,3150,781200,-1.0,CENTRAL-DEPOT,2026-02-26,2026-02-26 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0783,2026-02-24,SUP-001,Ko Zaw Lin,100.0,3182,3246,324600,2.0,CENTRAL-DEPOT,2026-02-25,2026-02-25 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0784,2026-02-24,SUP-002,U Min Htet,100.0,3182,3150,315000,-1.0,RS-005,2026-02-25,2026-02-26 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0785,2026-02-24,SUP-001,Ma Yin Mar,109.0,3182,3246,353814,2.0,RH-004,2026-02-26,2026-02-26 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0786,2026-02-24,SUP-003,U Min Htet,100.0,3182,3341,334100,5.0,FR-004,2026-02-28,2026-03-01 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0787,2026-02-24,SUP-003,Ma Yin Mar,100.0,3182,3341,334100,5.0,CENTRAL-DEPOT,2026-02-28,2026-03-01 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0788,2026-02-25,SUP-003,Daw Su Su,717.0,2945,3092,2216964,5.0,CENTRAL-DEPOT,2026-02-28,2026-02-28 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0789,2026-02-25,SUP-003,Ma Yin Mar,100.0,2945,3239,323900,10.0,CENTRAL-DEPOT,2026-02-28,2026-02-28 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0790,2026-02-25,SUP-001,U Min Htet,100.0,2945,3004,300400,2.0,FR-001,2026-02-27,2026-02-28 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0791,2026-02-26,SUP-002,Ko Zaw Lin,100.0,3090,3142,314200,1.7,RC-007,2026-02-28,2026-02-28 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0792,2026-02-26,SUP-002,Ma Yin Mar,100.0,3090,3151,315100,2.0,CENTRAL-DEPOT,2026-02-28,2026-03-01 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0793,2026-02-26,SUP-003,U Min Htet,100.0,3090,3244,324400,5.0,FV-005,2026-03-01,2026-03-01 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0794,2026-02-26,SUP-002,Ma Yin Mar,114.0,3090,3168,361152,2.5,CENTRAL-DEPOT,2026-02-28,2026-02-28 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0795,2026-02-26,SUP-003,Ko Zaw Lin,100.0,3090,3364,336400,8.9,RS-006,2026-03-01,2026-03-01 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0796,2026-02-26,SUP-002,Ko Zaw Lin,100.0,3090,3059,305900,-1.0,RC-007,2026-02-28,2026-02-28 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0797,2026-02-26,SUP-002,Ma Yin Mar,426.0,3090,3059,1303134,-1.0,CENTRAL-DEPOT,2026-03-01,2026-03-04 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0798,2026-02-26,SUP-001,Ma Yin Mar,133.0,3090,3299,438767,6.8,DC-001,2026-02-27,2026-03-02 00:00:00,3,DELIVERED,EMERGENCY,False,
PO-2026-0799,2026-02-27,SUP-003,U Min Htet,273.0,3071,3225,880425,5.0,RH-003,2026-03-02,2026-03-03 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0800,2026-02-27,SUP-002,U Min Htet,221.0,3071,3040,671840,-1.0,RH-001,2026-03-02,2026-03-02 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0801,2026-02-27,SUP-004,Ma Yin Mar,100.0,3071,3071,307100,0.0,CENTRAL-DEPOT,2026-02-28,2026-02-28 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0802,2026-02-27,SUP-003,U Min Htet,100.0,3071,3225,322500,5.0,RC-004,2026-03-02,2026-03-02 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0803,2026-02-27,SUP-001,Ma Yin Mar,100.0,3071,3132,313200,2.0,FB-002,2026-02-28,2026-02-28 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0804,2026-02-27,SUP-002,Ko Zaw Lin,100.0,3071,3040,304000,-1.0,FB-005,2026-03-01,2026-03-01 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0805,2026-02-27,SUP-003,U Min Htet,522.0,3071,3225,1683450,5.0,CENTRAL-DEPOT,2026-03-02,2026-03-02 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0806,2026-02-27,SUP-003,Daw Su Su,169.0,3071,3225,545025,5.0,RH-005,2026-03-03,2026-03-03 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0807,2026-02-28,SUP-001,Ko Zaw Lin,100.0,3066,3127,312700,2.0,CENTRAL-DEPOT,2026-03-02,2026-03-02 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0808,2026-02-28,SUP-002,Ma Yin Mar,100.0,3066,3035,303500,-1.0,CENTRAL-DEPOT,2026-03-02,2026-03-02 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0809,2026-02-28,SUP-003,Ma Yin Mar,100.0,3066,3219,321900,5.0,RC-001,2026-03-04,2026-03-04 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0810,2026-02-28,SUP-003,Ma Yin Mar,163.0,3066,3219,524697,5.0,PM-003,2026-03-03,2026-03-03 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0811,2026-02-28,SUP-002,Ma Yin Mar,118.0,3066,3035,358130,-1.0,RS-007,2026-03-02,2026-03-02 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0812,2026-02-28,SUP-003,U Min Htet,220.0,3066,3294,724680,7.4,RH-004,2026-03-04,2026-03-04 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0813,2026-03-01,SUP-002,Ma Yin Mar,100.0,3073,3042,304200,-1.0,CENTRAL-DEPOT,2026-03-04,2026-03-04 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0814,2026-03-01,SUP-001,U Min Htet,237.0,3073,3134,742758,2.0,DC-001,2026-03-03,2026-03-03 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0815,2026-03-01,SUP-002,U Min Htet,244.0,3073,3042,742248,-1.0,RH-005,2026-03-02,2026-03-02 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0816,2026-03-02,SUP-001,U Min Htet,115.0,2990,3050,350750,2.0,FR-005,2026-03-03,2026-03-04 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0817,2026-03-02,SUP-004,Daw Su Su,100.0,2990,2990,299000,0.0,CENTRAL-DEPOT,2026-03-04,2026-03-04 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0818,2026-03-02,SUP-004,U Min Htet,100.0,2990,3123,312300,4.4,FB-004,2026-03-04,2026-03-04 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0819,2026-03-02,SUP-001,U Min Htet,100.0,2990,3050,305000,2.0,RS-001,2026-03-04,2026-03-04 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0820,2026-03-02,SUP-001,Ko Zaw Lin,191.0,2990,3050,582550,2.0,RH-003,2026-03-03,2026-03-03 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0821,2026-03-02,SUP-003,Daw Su Su,100.0,2990,3140,314000,5.0,CENTRAL-DEPOT,2026-03-05,2026-03-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0822,2026-03-02,SUP-001,Ko Zaw Lin,137.0,2990,3050,417850,2.0,RH-001,2026-03-04,2026-03-04 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0823,2026-03-02,SUP-004,Ma Yin Mar,100.0,2990,2990,299000,0.0,DL-001,2026-03-04,2026-03-04 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0824,2026-03-03,SUP-001,Daw Su Su,100.0,3064,3125,312500,2.0,RC-003,2026-03-05,2026-03-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0825,2026-03-03,SUP-003,Ma Yin Mar,100.0,3064,3217,321700,5.0,FB-002,2026-03-06,2026-03-06 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0826,2026-03-03,SUP-003,Ko Zaw Lin,100.0,3064,3217,321700,5.0,FR-002,2026-03-07,2026-03-10 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0827,2026-03-03,SUP-004,Daw Su Su,100.0,3064,3064,306400,0.0,FV-005,2026-03-04,2026-03-05 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0828,2026-03-03,SUP-001,U Min Htet,100.0,3064,3125,312500,2.0,RC-007,2026-03-04,2026-03-04 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0829,2026-03-03,SUP-003,Ma Yin Mar,100.0,3064,3217,321700,5.0,CENTRAL-DEPOT,2026-03-06,2026-03-07 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0830,2026-03-03,SUP-001,Ko Zaw Lin,100.0,3064,3125,312500,2.0,CENTRAL-DEPOT,2026-03-05,2026-03-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0831,2026-03-04,SUP-003,Daw Su Su,100.0,3069,3222,322200,5.0,CENTRAL-DEPOT,2026-03-07,2026-03-07 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0832,2026-03-04,SUP-004,Ko Zaw Lin,435.0,3069,3069,1335015,0.0,PM-001,2026-03-05,2026-03-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0833,2026-03-04,SUP-004,Daw Su Su,100.0,3069,3069,306900,0.0,RC-002,2026-03-06,2026-03-07 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0834,2026-03-04,SUP-002,U Min Htet,100.0,3069,3038,303800,-1.0,RC-001,2026-03-06,2026-03-07 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0835,2026-03-04,SUP-004,Ma Yin Mar,511.0,3069,3188,1629068,3.9,PM-002,2026-03-05,2026-03-06 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0836,2026-03-05,SUP-001,U Min Htet,100.0,2990,3123,312300,4.4,RC-006,2026-03-07,2026-03-07 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0837,2026-03-05,SUP-003,Ko Zaw Lin,100.0,2990,3140,314000,5.0,FV-001,2026-03-08,2026-03-08 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0838,2026-03-05,SUP-001,Ko Zaw Lin,127.0,2990,3050,387350,2.0,PM-002,2026-03-06,2026-03-06 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0839,2026-03-05,SUP-003,Daw Su Su,100.0,2990,3140,314000,5.0,RC-010,2026-03-09,2026-03-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0840,2026-03-05,SUP-001,Ko Zaw Lin,100.0,2990,3050,305000,2.0,CENTRAL-DEPOT,2026-03-07,2026-03-07 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0841,2026-03-05,SUP-001,Daw Su Su,167.0,2990,3133,523211,4.8,CENTRAL-DEPOT,2026-03-06,2026-03-06 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0842,2026-03-06,SUP-004,Ma Yin Mar,100.0,3198,3262,326200,2.0,FR-002,2026-03-07,2026-03-07 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0843,2026-03-06,SUP-004,Ma Yin Mar,145.0,3198,3198,463710,0.0,CENTRAL-DEPOT,2026-03-06,2026-03-06 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0844,2026-03-06,SUP-001,Ma Yin Mar,169.0,3198,3262,551278,2.0,PO-001,2026-03-08,2026-03-08 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0845,2026-03-06,SUP-004,Daw Su Su,100.0,3198,3356,335600,4.9,DW-003,2026-03-07,2026-03-07 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0846,2026-03-06,SUP-002,Daw Su Su,586.0,3198,3166,1855276,-1.0,PM-002,2026-03-08,2026-03-09 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0847,2026-03-06,SUP-001,Ma Yin Mar,100.0,3198,3262,326200,2.0,RC-009,2026-03-07,2026-03-07 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0848,2026-03-06,SUP-004,Ma Yin Mar,151.0,3198,3198,482898,0.0,PO-003,2026-03-06,2026-03-06 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0849,2026-03-06,SUP-004,U Min Htet,100.0,3198,3198,319800,0.0,RC-002,2026-03-07,2026-03-07 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0850,2026-03-07,SUP-002,Daw Su Su,178.0,3089,3058,544324,-1.0,DW-003,2026-03-10,2026-03-10 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0851,2026-03-07,SUP-003,Ma Yin Mar,100.0,3089,3243,324300,5.0,FR-004,2026-03-11,2026-03-11 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0852,2026-03-07,SUP-004,Daw Su Su,100.0,3089,3089,308900,0.0,CENTRAL-DEPOT,2026-03-08,2026-03-08 00:00:00,0,DELIVERED,BULK_BUY,False,
